timestamp [ns],gaze x [px],gaze y [px]
1754818129956845824,630.0,421.0
1754818129973512448,627.0,422.0
1754818129990179072,631.0,424.0
1754818130006845696,628.0,423.0
1754818130023512320,631.0,419.0
1754818130040179200,631.0,422.0
1754818130056845824,628.0,420.0
1754818130073512448,630.0,419.0
1754818130090179072,629.0,422.0
1754818130106845696,627.0,424.0
1754818130123512320,630.0,423.0
1754818130140178944,631.0,423.0
1754818130156845824,628.0,422.0
1754818130173512448,627.0,419.0
1754818130190179072,631.0,419.0
1754818130206845696,632.0,421.0
1754818130223512320,630.0,424.0
1754818130240179200,631.0,422.0
1754818130256845824,632.0,421.0
1754818130273512448,632.0,424.0
1754818130290179072,629.0,422.0
1754818130306845696,629.0,420.0
1754818130323512320,627.0,423.0
1754818130340178944,632.0,420.0
1754818130356845824,631.0,424.0
1754818130373512448,628.0,420.0
1754818130390179072,630.0,424.0
1754818130406845696,627.0,423.0
1754818130423512320,627.0,423.0
1754818130440179200,631.0,423.0
1754818130456845824,628.0,424.0
1754818130473512448,629.0,422.0
1754818130490179072,627.0,419.0
1754818130506845696,629.0,421.0
1754818130523512320,632.0,423.0
1754818130540178944,631.0,423.0
1754818130556845824,632.0,421.0
1754818130573512448,632.0,419.0
1754818130590179072,632.0,424.0
1754818130606845696,632.0,424.0
1754818130623512320,628.0,424.0
1754818130640179200,631.0,423.0
1754818130656845824,632.0,422.0
1754818130673512448,631.0,419.0
1754818130690179072,632.0,419.0
1754818130706845696,630.0,424.0
1754818130723512320,631.0,421.0
1754818130740178944,628.0,422.0
1754818130756845824,631.0,420.0
1754818130773512448,627.0,421.0
1754818130790179072,628.0,424.0
1754818130806845696,628.0,422.0
1754818130823512320,630.0,419.0
1754818130840179200,631.0,424.0
1754818130856845824,629.0,424.0
1754818130873512448,630.0,424.0
1754818130890179072,629.0,420.0
1754818130906845696,631.0,424.0
1754818130923512320,627.0,422.0
1754818130940178944,630.0,423.0
1754818130956845824,340.0,536.0
1754818130973512448,497.0,474.0
1754818130990179072,282.0,559.0
1754818131006845696,282.0,559.0
1754818131023512320,238.0,576.0
1754818131040179200,200.0,591.0
1754818131056845824,167.0,607.0
1754818131073512448,167.0,606.0
1754818131090179072,169.0,603.0
1754818131106845696,167.0,605.0
1754818131123512320,164.0,605.0
1754818131140178944,169.0,602.0
1754818131156845824,167.0,604.0
1754818131173512448,165.0,606.0
1754818131190179072,167.0,606.0
1754818131206845696,164.0,602.0
1754818131223512320,165.0,603.0
1754818131240179200,166.0,606.0
1754818131256845824,164.0,604.0
1754818131273512448,164.0,607.0
1754818131290179072,167.0,603.0
1754818131306845696,167.0,604.0
1754818131323512320,168.0,606.0
1754818131340178944,168.0,607.0
1754818131356845824,167.0,604.0
1754818131373512448,169.0,602.0
